353069.28405,5456792.67395,360015.1129,5462207.0846
353069.28405,5456792.67395,340598.3731,5454188.88245
353069.28405,5456792.67395,365320.7723,5449705.00445
353069.28405,5456792.67395,359940.68405,5445548.68965
374255.1449,5452598.72635,372766.1661,5462266.91525
374255.1449,5452598.72635,363830.7039,5459514.9073
374255.1449,5452598.72635,371222.0016,5446138.08415
374255.1449,5452598.72635,365320.7723,5449705.00445
374255.1449,5452598.72635,379389.4312,5464122.20145
363830.7039,5459514.9073,372766.1661,5462266.91525
363830.7039,5459514.9073,365366.5153,5463598.26595
363830.7039,5459514.9073,353069.28405,5456792.67395
363830.7039,5459514.9073,360015.1129,5462207.0846
363830.7039,5459514.9073,374255.1449,5452598.72635
363830.7039,5459514.9073,365320.7723,5449705.00445
363830.7039,5459514.9073,368218.45125,5467555.5156
348962.2924,5476984.60685,350582.7506,5468098.5632
348962.2924,5476984.60685,354192.8569,5482912.84335
348962.2924,5476984.60685,353906.20795,5473530.4722
348962.2924,5476984.60685,344986.5921,5479328.07515
348962.2924,5476984.60685,340329.28675,5473297.06035
348962.2924,5476984.60685,343368.06465,5468639.879
368801.16765,5474936.86145,368642.40755,5480692.637
368801.16765,5474936.86145,358888.43375,5479988.77365
368801.16765,5474936.86145,359151.01545,5471886.75
368801.16765,5474936.86145,363200.3216,5469906.79755
368801.16765,5474936.86145,373862.1988,5469457.564
368801.16765,5474936.86145,368218.45125,5467555.5156
346752.47145,5462382.1514,342454.89615,5463934.90925
346752.47145,5462382.1514,350582.7506,5468098.5632
346752.47145,5462382.1514,350422.3592,5463682.37025
346752.47145,5462382.1514,353069.28405,5456792.67395
346752.47145,5462382.1514,340598.3731,5454188.88245
346752.47145,5462382.1514,341207.1788,5460725.919
346752.47145,5462382.1514,343368.06465,5468639.879
335472.8779,5470623.22215,327328.26175,5471928.57815
335472.8779,5470623.22215,335540.68115,5476658.6194
335472.8779,5470623.22215,330088.06425,5465052.9556
335472.8779,5470623.22215,336165.2595,5464461.5399
335472.8779,5470623.22215,340329.28675,5473297.06035
335472.8779,5470623.22215,343368.06465,5468639.879
340598.3731,5454188.88245,341055.6643,5450085.93635
340598.3731,5454188.88245,346752.47145,5462382.1514
340598.3731,5454188.88245,353069.28405,5456792.67395
340598.3731,5454188.88245,341207.1788,5460725.919
340598.3731,5454188.88245,338350.63985,5457312.4746
371222.0016,5446138.08415,374255.1449,5452598.72635
371222.0016,5446138.08415,365320.7723,5449705.00445
350582.7506,5468098.5632,350422.3592,5463682.37025
350582.7506,5468098.5632,356701.65735,5464707.36055
350582.7506,5468098.5632,353906.20795,5473530.4722
350582.7506,5468098.5632,359151.01545,5471886.75
350582.7506,5468098.5632,346752.47145,5462382.1514
350582.7506,5468098.5632,348962.2924,5476984.60685
350582.7506,5468098.5632,353069.28405,5456792.67395
350582.7506,5468098.5632,343368.06465,5468639.879
367192.9539,5486417.685,368642.40755,5480692.637
367192.9539,5486417.685,372617.4138,5489149.16915
367192.9539,5486417.685,362153.515,5487386.7732
367192.9539,5486417.685,362744.76125,5493876.99475
353033.66705,5493124.2236,354192.8569,5482912.84335
353033.66705,5493124.2236,346658.38665,5489835.7721
353033.66705,5493124.2236,362744.76125,5493876.99475
360015.1129,5462207.0846,356701.65735,5464707.36055
360015.1129,5462207.0846,360819.21535,5465885.9718
360015.1129,5462207.0846,365366.5153,5463598.26595
360015.1129,5462207.0846,363830.7039,5459514.9073
360015.1129,5462207.0846,353069.28405,5456792.67395
358888.43375,5479988.77365,354192.8569,5482912.84335
358888.43375,5479988.77365,368801.16765,5474936.86145
358888.43375,5479988.77365,368642.40755,5480692.637
358888.43375,5479988.77365,353906.20795,5473530.4722
358888.43375,5479988.77365,359151.01545,5471886.75
358888.43375,5479988.77365,362153.515,5487386.7732
338350.63985,5457312.4746,333498.3709,5458889.1635
338350.63985,5457312.4746,340598.3731,5454188.88245
338350.63985,5457312.4746,341207.1788,5460725.919
338350.63985,5457312.4746,336165.2595,5464461.5399
365366.5153,5463598.26595,360819.21535,5465885.9718
365366.5153,5463598.26595,363830.7039,5459514.9073
365366.5153,5463598.26595,360015.1129,5462207.0846
365366.5153,5463598.26595,368218.45125,5467555.5156
341207.1788,5460725.919,342454.89615,5463934.90925
341207.1788,5460725.919,346752.47145,5462382.1514
341207.1788,5460725.919,338941.80285,5463178.8193
341207.1788,5460725.919,340598.3731,5454188.88245
341207.1788,5460725.919,338350.63985,5457312.4746
341207.1788,5460725.919,336165.2595,5464461.5399
342454.89615,5463934.90925,346752.47145,5462382.1514
342454.89615,5463934.90925,338941.80285,5463178.8193
342454.89615,5463934.90925,341207.1788,5460725.919
342454.89615,5463934.90925,336165.2595,5464461.5399
342454.89615,5463934.90925,343368.06465,5468639.879
346658.38665,5489835.7721,354192.8569,5482912.84335
346658.38665,5489835.7721,335236.5885,5486326.58175
346658.38665,5489835.7721,344986.5921,5479328.07515
346658.38665,5489835.7721,341178.03755,5490880.5993
346658.38665,5489835.7721,353033.66705,5493124.2236
359151.01545,5471886.75,350582.7506,5468098.5632
359151.01545,5471886.75,368801.16765,5474936.86145
359151.01545,5471886.75,356701.65735,5464707.36055
359151.01545,5471886.75,358888.43375,5479988.77365
359151.01545,5471886.75,353906.20795,5473530.4722
359151.01545,5471886.75,363200.3216,5469906.79755
359151.01545,5471886.75,359358.8439,5468669.5482
338941.80285,5463178.8193,342454.89615,5463934.90925
338941.80285,5463178.8193,341207.1788,5460725.919
338941.80285,5463178.8193,336165.2595,5464461.5399
359358.8439,5468669.5482,356701.65735,5464707.36055
359358.8439,5468669.5482,360819.21535,5465885.9718
359358.8439,5468669.5482,359151.01545,5471886.75
359358.8439,5468669.5482,363200.3216,5469906.79755
373862.1988,5469457.564,368801.16765,5474936.86145
373862.1988,5469457.564,372766.1661,5462266.91525
373862.1988,5469457.564,368218.45125,5467555.5156
373862.1988,5469457.564,379389.4312,5464122.20145
335540.68115,5476658.6194,335236.5885,5486326.58175
335540.68115,5476658.6194,335472.8779,5470623.22215
335540.68115,5476658.6194,327203.73825,5480233.6144
335540.68115,5476658.6194,327328.26175,5471928.57815
335540.68115,5476658.6194,344986.5921,5479328.07515
335540.68115,5476658.6194,340329.28675,5473297.06035
360819.21535,5465885.9718,356701.65735,5464707.36055
360819.21535,5465885.9718,363200.3216,5469906.79755
360819.21535,5465885.9718,365366.5153,5463598.26595
360819.21535,5465885.9718,360015.1129,5462207.0846
360819.21535,5465885.9718,359358.8439,5468669.5482
360819.21535,5465885.9718,368218.45125,5467555.5156
368642.40755,5480692.637,367192.9539,5486417.685
368642.40755,5480692.637,368801.16765,5474936.86145
368642.40755,5480692.637,358888.43375,5479988.77365
368642.40755,5480692.637,372617.4138,5489149.16915
368642.40755,5480692.637,362153.515,5487386.7732
356701.65735,5464707.36055,350582.7506,5468098.5632
356701.65735,5464707.36055,360819.21535,5465885.9718
356701.65735,5464707.36055,359151.01545,5471886.75
356701.65735,5464707.36055,353069.28405,5456792.67395
356701.65735,5464707.36055,360015.1129,5462207.0846
356701.65735,5464707.36055,359358.8439,5468669.5482
362744.76125,5493876.99475,354192.8569,5482912.84335
362744.76125,5493876.99475,367192.9539,5486417.685
362744.76125,5493876.99475,372617.4138,5489149.16915
362744.76125,5493876.99475,362153.515,5487386.7732
362744.76125,5493876.99475,353033.66705,5493124.2236
365320.7723,5449705.00445,363830.7039,5459514.9073
365320.7723,5449705.00445,353069.28405,5456792.67395
365320.7723,5449705.00445,371222.0016,5446138.08415
365320.7723,5449705.00445,374255.1449,5452598.72635
365320.7723,5449705.00445,359940.68405,5445548.68965
333498.3709,5458889.1635,338350.63985,5457312.4746
333498.3709,5458889.1635,330088.06425,5465052.9556
333498.3709,5458889.1635,336165.2595,5464461.5399
359940.68405,5445548.68965,353069.28405,5456792.67395
359940.68405,5445548.68965,365320.7723,5449705.00445
340329.28675,5473297.06035,335472.8779,5470623.22215
340329.28675,5473297.06035,344986.5921,5479328.07515
340329.28675,5473297.06035,348962.2924,5476984.60685
340329.28675,5473297.06035,335540.68115,5476658.6194
340329.28675,5473297.06035,343368.06465,5468639.879
343368.06465,5468639.879,342454.89615,5463934.90925
343368.06465,5468639.879,350582.7506,5468098.5632
343368.06465,5468639.879,335472.8779,5470623.22215
343368.06465,5468639.879,346752.47145,5462382.1514
343368.06465,5468639.879,348962.2924,5476984.60685
343368.06465,5468639.879,336165.2595,5464461.5399
343368.06465,5468639.879,340329.28675,5473297.06035
353906.20795,5473530.4722,350582.7506,5468098.5632
353906.20795,5473530.4722,354192.8569,5482912.84335
353906.20795,5473530.4722,358888.43375,5479988.77365
353906.20795,5473530.4722,359151.01545,5471886.75
353906.20795,5473530.4722,348962.2924,5476984.60685
335236.5885,5486326.58175,346658.38665,5489835.7721
335236.5885,5486326.58175,322901.1991,5485531.96615
335236.5885,5486326.58175,327203.73825,5480233.6144
335236.5885,5486326.58175,344986.5921,5479328.07515
335236.5885,5486326.58175,335540.68115,5476658.6194
335236.5885,5486326.58175,341178.03755,5490880.5993
368218.45125,5467555.5156,368801.16765,5474936.86145
368218.45125,5467555.5156,360819.21535,5465885.9718
368218.45125,5467555.5156,372766.1661,5462266.91525
368218.45125,5467555.5156,363200.3216,5469906.79755
368218.45125,5467555.5156,365366.5153,5463598.26595
368218.45125,5467555.5156,363830.7039,5459514.9073
368218.45125,5467555.5156,373862.1988,5469457.564
344986.5921,5479328.07515,354192.8569,5482912.84335
344986.5921,5479328.07515,335236.5885,5486326.58175
344986.5921,5479328.07515,346658.38665,5489835.7721
344986.5921,5479328.07515,348962.2924,5476984.60685
344986.5921,5479328.07515,335540.68115,5476658.6194
344986.5921,5479328.07515,340329.28675,5473297.06035
330088.06425,5465052.9556,335472.8779,5470623.22215
330088.06425,5465052.9556,333498.3709,5458889.1635
330088.06425,5465052.9556,327328.26175,5471928.57815
330088.06425,5465052.9556,336165.2595,5464461.5399
341055.6643,5450085.93635,353069.28405,5456792.67395
341055.6643,5450085.93635,340598.3731,5454188.88245
372766.1661,5462266.91525,363830.7039,5459514.9073
372766.1661,5462266.91525,374255.1449,5452598.72635
372766.1661,5462266.91525,373862.1988,5469457.564
372766.1661,5462266.91525,368218.45125,5467555.5156
372766.1661,5462266.91525,379389.4312,5464122.20145
327203.73825,5480233.6144,335236.5885,5486326.58175
327203.73825,5480233.6144,322901.1991,5485531.96615
327203.73825,5480233.6144,327328.26175,5471928.57815
327203.73825,5480233.6144,335540.68115,5476658.6194
354192.8569,5482912.84335,346658.38665,5489835.7721
354192.8569,5482912.84335,358888.43375,5479988.77365
354192.8569,5482912.84335,353906.20795,5473530.4722
354192.8569,5482912.84335,344986.5921,5479328.07515
354192.8569,5482912.84335,348962.2924,5476984.60685
354192.8569,5482912.84335,362153.515,5487386.7732
354192.8569,5482912.84335,362744.76125,5493876.99475
354192.8569,5482912.84335,353033.66705,5493124.2236
372617.4138,5489149.16915,367192.9539,5486417.685
372617.4138,5489149.16915,368642.40755,5480692.637
372617.4138,5489149.16915,362744.76125,5493876.99475
