362153.515,5487386.7732,354192.8569,5482912.84335
362153.515,5487386.7732,367192.9539,5486417.685
362153.515,5487386.7732,368642.40755,5480692.637
362153.515,5487386.7732,358888.43375,5479988.77365
362153.515,5487386.7732,362744.76125,5493876.99475
313896.2876,5486427.1264,322901.1991,5485531.96615
363200.3216,5469906.79755,368801.16765,5474936.86145
363200.3216,5469906.79755,360819.21535,5465885.9718
363200.3216,5469906.79755,359151.01545,5471886.75
363200.3216,5469906.79755,359358.8439,5468669.5482
363200.3216,5469906.79755,368218.45125,5467555.5156
327328.26175,5471928.57815,335472.8779,5470623.22215
327328.26175,5471928.57815,327203.73825,5480233.6144
327328.26175,5471928.57815,335540.68115,5476658.6194
327328.26175,5471928.57815,330088.06425,5465052.9556
350422.3592,5463682.37025,350582.7506,5468098.5632
350422.3592,5463682.37025,346752.47145,5462382.1514
350422.3592,5463682.37025,353069.28405,5456792.67395
341178.03755,5490880.5993,335236.5885,5486326.58175
341178.03755,5490880.5993,346658.38665,5489835.7721
379389.4312,5464122.20145,372766.1661,5462266.91525
379389.4312,5464122.20145,374255.1449,5452598.72635
379389.4312,5464122.20145,373862.1988,5469457.564
336165.2595,5464461.5399,342454.89615,5463934.90925
336165.2595,5464461.5399,335472.8779,5470623.22215
336165.2595,5464461.5399,333498.3709,5458889.1635
336165.2595,5464461.5399,338941.80285,5463178.8193
336165.2595,5464461.5399,341207.1788,5460725.919
336165.2595,5464461.5399,338350.63985,5457312.4746
336165.2595,5464461.5399,330088.06425,5465052.9556
336165.2595,5464461.5399,343368.06465,5468639.879
322901.1991,5485531.96615,313896.2876,5486427.1264
322901.1991,5485531.96615,335236.5885,5486326.58175
322901.1991,5485531.96615,327203.73825,5480233.6144
353069.28405,5456792.67395,350582.7506,5468098.5632
353069.28405,5456792.67395,350422.3592,5463682.37025
353069.28405,5456792.67395,356701.65735,5464707.36055
353069.28405,5456792.67395,341055.6643,5450085.93635
353069.28405,5456792.67395,346752.47145,5462382.1514
353069.28405,5456792.67395,363830.7039,5459514.9073
