350582.7506,5468098.5632,346752.47145,5462382.1514,0 
365320.7723,5449705.00445,363830.7039,5459514.9073,0 
374255.1449,5452598.72635,363830.7039,5459514.9073,0 
374255.1449,5452598.72635,371222.0016,5446138.08415,0 
374255.1449,5452598.72635,365320.7723,5449705.00445,0 
371222.0016,5446138.08415,365320.7723,5449705.00445,0 
353069.28405,5456792.67395,350582.7506,5468098.5632,0 
353069.28405,5456792.67395,341055.6643,5450085.93635,0 
353069.28405,5456792.67395,346752.47145,5462382.1514,0 
353069.28405,5456792.67395,360015.1129,5462207.0846,0 
359358.8439,5468669.5482,363200.3216,5469906.79755,1 
322901.1991,5485531.96615,313896.2876,5486427.1264,1 
372617.4138,5489149.16915,362744.76125,5493876.99475,1 
368218.45125,5467555.5156,368801.16765,5474936.86145,1 
368218.45125,5467555.5156,363200.3216,5469906.79755,1 
362744.76125,5493876.99475,354192.8569,5482912.84335,1 
362744.76125,5493876.99475,353033.66705,5493124.2236,1 
373862.1988,5469457.564,372766.1661,5462266.91525,1 
373862.1988,5469457.564,379389.4312,5464122.20145,1 
335236.5885,5486326.58175,322901.1991,5485531.96615,1 
335236.5885,5486326.58175,327203.73825,5480233.6144,1 
359151.01545,5471886.75,368801.16765,5474936.86145,1 
359151.01545,5471886.75,363200.3216,5469906.79755,1 
359151.01545,5471886.75,359358.8439,5468669.5482,1 
353033.66705,5493124.2236,354192.8569,5482912.84335,1 
327203.73825,5480233.6144,322901.1991,5485531.96615,1 
368801.16765,5474936.86145,363200.3216,5469906.79755,1 
333498.3709,5458889.1635,338350.63985,5457312.4746,2 
333498.3709,5458889.1635,330088.06425,5465052.9556,2 
360819.21535,5465885.9718,356701.65735,5464707.36055,2 
335472.8779,5470623.22215,327328.26175,5471928.57815,2 
335472.8779,5470623.22215,330088.06425,5465052.9556,2 
335472.8779,5470623.22215,336165.2595,5464461.5399,2 
335472.8779,5470623.22215,340329.28675,5473297.06035,2 
335472.8779,5470623.22215,343368.06465,5468639.879,2 
348962.2924,5476984.60685,344986.5921,5479328.07515,2 
348962.2924,5476984.60685,340329.28675,5473297.06035,2 
327328.26175,5471928.57815,330088.06425,5465052.9556,2 
341207.1788,5460725.919,338941.80285,5463178.8193,2 
343368.06465,5468639.879,342454.89615,5463934.90925,2 
340329.28675,5473297.06035,343368.06465,5468639.879,2 
346658.38665,5489835.7721,341178.03755,5490880.5993,2 
338350.63985,5457312.4746,341207.1788,5460725.919,2 
367192.9539,5486417.685,368642.40755,5480692.637,2 
367192.9539,5486417.685,362153.515,5487386.7732,2 
342454.89615,5463934.90925,341207.1788,5460725.919,2 
336165.2595,5464461.5399,342454.89615,5463934.90925,2 
336165.2595,5464461.5399,330088.06425,5465052.9556,2 
362153.515,5487386.7732,368642.40755,5480692.637,2 
