SATZART;AGS;NAME;EWZ;EW_M;EW_W;EW_D;EW_A;ALTER_1;ALTER_2;ALTER_3;ALTER_4;ALTER_5
60;160675006063;Sonneborn; 1 254;  612;  642; 1 254;  0;  196;  168;  345;  309;  236
60;160675006074;Wangenheim;  716;  361;  355;  716;  0;  123;  91;  206;  169;  127
60;160675006075;Warza;  715;  343;  372;  712;  3;  92;  90;  198;  194;  141
60;160675006078;Westhausen;  531;  271;  260;  528;  3;  97;  70;  179;  113;  72
50;160675007;Nesseaue; 5 893; 2 980; 2 913; 5 868;  25;  808;  708; 1 730; 1 492; 1 155
60;160675007004;Bienstädt;  688;  361;  327;  685;  3;  80;  81;  206;  205;  116
60;160675007016;Eschenbergen;  736;  376;  360;  736;  0;  113;  100;  230;  174;  119
60;160675007022;Friemar; 1 080;  566;  514; 1 077;  3;  150;  137;  308;  270;  215
60;160675007047;Molschleben; 1 093;  561;  532; 1 090;  3;  155;  125;  316;  297;  200
60;160675007052;Nottleben;  439;  214;  226;  440;  0;  52;  53;  138;  102;  95
60;160675007055;Pferdingsleben;  413;  207;  206;  413;  0;  62;  66;  114;  112;  59
60;160675007068;Tröchtelborn;  314;  154;  160;  314;  0;  48;  31;  101;  80;  54
60;160675007071;Tüttleben;  762;  354;  407;  745;  16;  97;  77;  204;  144;  239
60;160675007082;Zimmernsupra;  368;  187;  181;  368;  0;  51;  38;  113;  108;  58
50;160675012;Fahner Höhe; 7 441; 3 926; 3 515; 7 364;  77;  998; 1 074; 2 313; 1 770; 1 286
60;160675012009;Dachwig; 1 584;  795;  788; 1 577;  6;  242;  237;  470;  386;  248
60;160675012011;Döllstädt; 1 151;  550;  601; 1 145;  6;  156;  153;  319;  272;  251
60;160675012026;Gierstädt;  869;  430;  439;  851;  18;  111;  124;  276;  232;  126
60;160675012033;Großfahner;  837;  425;  413;  835;  3;  117;  123;  252;  184;  162
60;160675012067;Tonna; 3 000; 1 726; 1 274; 2 956;  44;  372;  437;  996;  696;  499
50;160675050;Ohrdruf, Stadt; 11 231; 5 569; 5 663; 11 154;  78; 1 459; 1 347; 3 068; 2 635; 2 723
60;160675050008;Crawinkel; 1 520;  769;  751; 1 513;  7;  230;  134;  453;  354;  349
60;160675050032;Gräfenhain; 1 377;  691;  686; 1 374;  3;  165;  150;  389;  340;  333
60;160675050044;Luisenthal; 1 268;  630;  638; 1 265;  3;  152;  140;  338;  332;  306
60;160675050053;Ohrdruf, Stadt; 5 580; 2 736; 2 845; 5 522;  59;  723;  736; 1 482; 1 235; 1 405
60;160675050081;Wölfis; 1 486;  743;  743; 1 480;  6;  189;  187;  406;  374;  330
50;160675051;Günthersleben-Wechmar; 3 778; 1 878; 1 900; 3 768;  10;  579;  465; 1 166;  876;  692
60;160675051059;Schwabhausen;  723;  361;  362;  720;  3;  108;  92;  230;  160;  133
60;160675051085;Günthersleben-Wechmar; 3 055; 1 517; 1 538; 3 048;  7;  471;  373;  936;  716;  559
40;16068;Sömmerda; 71 865; 35 810; 36 060; 71 320;  540; 9 790; 8 960; 20 200; 17 820; 15 100
50;160680051;Sömmerda, Stadt; 19 378; 9 480; 9 900; 19 120;  260; 2 450; 2 430; 5 110; 4 830; 4 560
60;160680051051;Sömmerda, Stadt; 19 378; 9 480; 9 900; 19 120;  260; 2 450; 2 430; 5 110; 4 830; 4 560
50;160680058;Weißensee, Stadt; 3 450; 1 724; 1 726; 3 429;  21;  454;  450;  943;  858;  745
60;160680058058;Weißensee, Stadt; 3 450; 1 724; 1 726; 3 429;  21;  454;  450;  943;  858;  745
50;160685001;Buttstädt; 6 966; 3 478; 3 488; 6 933;  33;  989;  865; 2 003; 1 628; 1 481
60;160685001006;Buttstädt, Stadt; 2 494; 1 212; 1 283; 2 474;  21;  326;  344;  667;  583;  575
60;160685001008;Ellersleben;  272;  139;  132;  268;  3;  49;  29;  100;  50;  43
60;160685001011;Eßleben-Teutleben;  320;  152;  168;  320;  0;  51;  33;  99;  76;  61
60;160685001016;Großbrembach;  723;  368;  355;  723;  0;  74;  92;  201;  195;  161
60;160685001023;Guthmannshausen;  786;  394;  392;  780;  6;  127;  103;  201;  171;  184
60;160685001024;Hardisleben;  571;  297;  275;  572;  0;  79;  75;  172;  148;  98
60;160685001031;Kleinbrembach;  318;  165;  152;  317;  0;  39;  27;  93;  87;  71
60;160685001035;Mannstedt;  371;  193;  178;  371;  0;  54;  45;  111;  77;  84
60;160685001038;Olbersleben;  761;  386;  375;  758;  3;  122;  83;  259;  161;  136
60;160685001046;Rudersdorf;  350;  172;  178;  350;  0;  68;  34;  100;  80;  68
50;160685002;Gera-Aue; 5 033; 2 529; 2 504; 5 015;  18;  719;  679; 1 443; 1 241;  951
60;160685002002;Andisleben;  591;  302;  289;  588;  3;  88;  79;  165;  170;  89
60;160685002014;Gebesee, Stadt; 2 147; 1 091; 1 056; 2 138;  9;  303;  295;  623;  504;  422
60;160685002045;Ringleben;  510;  262;  248;  507;  3;  60;  73;  143;  122;  112
60;160685002057;Walschleben; 1 785;  874;  911; 1 782;  3;  268;  232;  512;  445;  328
50;160685005;Kindelbrück; 5 745; 2 879; 2 866; 5 716;  29;  766;  706; 1 573; 1 451; 1 249
60;160685005004;Bilzingsleben;  735;  373;  362;  732;  3;  97;  88;  213;  184;  153
60;160685005005;Büchel;  242;  119;  123;  239;  3;  37;  27;  72;  60;  46
60;160685005012;Frömmstedt;  549;  272;  277;  549;  0;  91;  81;  154;  121;  102
60;160685005015;Griefstedt;  289;  142;  147;  289;  0;  38;  44;  86;  58;  63
60;160685005022;Günstedt;  772;  385;  387;  769;  3;  102;  86;  194;  215;  175
60;160685005027;Herrnschwende;  299;  140;  159;  296;  3;  34;  39;  85;  79;  62
60;160685005028;Kannawurf;  842;  441;  401;  842;  0;  88;  102;  213;  205;  234
60;160685005029;Kindelbrück, Stadt; 1 761;  884;  877; 1 744;  17;  245;  209;  481;  455;  371
60;160685005043;Riethgen;  256;  123;  133;  256;  0;  34;  30;  75;  74;  43
50;160685006;Kölleda; 11 375; 5 660; 5 716; 11 329;  47; 1 514; 1 379; 3 187; 2 662; 2 634
60;160685006003;Beichlingen;  522;  263;  259;  522;  0;  65;  57;  153;  140;  107
60;160685006018;Großmonra;  916;  468;  449;  908;  9;  144;  99;  275;  215;  184
60;160685006019;Großneuhausen;  692;  350;  342;  692;  0;  83;  78;  187;  203;  141
60;160685006033;Kleinneuhausen;  403;  217;  186;  400;  3;  57;  47;  115;  99;  85
60;160685006034;Kölleda, Stadt; 5 314; 2 593; 2 722; 5 287;  28;  680;  616; 1 475; 1 168; 1 376
60;160685006041;Ostramondra;  547;  265;  282;  543;  4;  77;  68;  134;  149;  119
60;160685006042;Rastenberg, Stadt; 2 746; 1 381; 1 365; 2 743;  3;  384;  387;  784;  622;  569
60;160685006047;Schillingstedt;  235;  123;  111;  234;  0;  24;  27;  64;  66;  53
50;160685009;Straußfurt; 7 281; 3 675; 3 606; 7 199;  82;  986;  937; 2 127; 1 943; 1 288
60;160685009013;Gangloffsömmern; 1 055;  559;  497; 1 004;  52;  146;  147;  337;  253;  173
60;160685009025;Haßleben; 1 018;  506;  511; 1 014;  3;  137;  131;  295;  251;  203
60;160685009026;Henschleben;  371;  188;  183;  365;  6;  44;  58;  103;  107;  59
60;160685009044;Riethnordhausen; 1 004;  502;  502; 1 001;  3;  124;  133;  295;  294;  158
60;160685009049;Schwerstedt;  602;  304;  297;  601;  0;  87;  58;  181;  158;  117
60;160685009053;Straußfurt; 1 841;  926;  916; 1 827;  15;  256;  256;  516;  464;  350
60;160685009059;Werningshausen;  693;  342;  351;  690;  3;  96;  80;  208;  188;  121
60;160685009062;Wundersleben;  697;  348;  349;  697;  0;  96;  74;  192;  228;  107
50;160685010;Gramme-Aue; 5 243; 2 659; 2 584; 5 217;  26;  791;  627; 1 619; 1 330;  876
60;160685010001;Alperstedt;  682;  319;  363;  678;  4;  120;  79;  246;  152;  85
60;160685010017;Großmölsen;  225;  114;  112;  220;  6;  21;  29;  71;  58;  47
60;160685010021;Großrudestedt; 1 934;  994;  940; 1 925;  9;  269;  234;  548;  518;  365
60;160685010032;Kleinmölsen;  343;  181;  162;  343;  0;  52;  40;  107;  91;  53
60;160685010037;Nöda;  828;  421;  406;  823;  4;  144;  107;  261;  192;  123
60;160685010039;Ollendorf;  444;  233;  211;  444;  0;  62;  45;  137;  129;  71
60;160685010055;Udestedt;  787;  397;  390;  784;  3;  123;  93;  249;  190;  132
50;160685011;An der Marke; 4 036; 2 054; 1 982; 4 020;  16;  627;  505; 1 226; 1 002;  676
60;160685011007;Eckstedt;  606;  297;  310;  607;  0;  110;  64;  189;  125;  119
60;160685011036;Markvippach;  558;  285;  272;  557;  0;  93;  71;  168;  150;  75
60;160685011048;Schloßvippach; 1 407;  709;  698; 1 403;  4;  177;  181;  412;  372;  265
60;160685011052;Sprötau;  766;  411;  355;  754;  12;  140;  104;  250;  193;  79
60;160685011056;Vogelsberg;  699;  352;  347;  699;  0;  107;  85;  207;  162;  138
50;160685050;Elxleben; 3 358; 1 674; 1 684; 3 343;  15;  491;  384;  970;  872;  641
60;160685050009;Elxleben; 2 269; 1 111; 1 158; 2 260;  9;  337;  257;  635;  590;  450
60;160685050061;Witterda; 1 089;  563;  526; 1 083;  6;  154;  127;  335;  282;  191
40;16069;Hildburghausen; 66 369; 33 100; 33 270; 65 820;  550; 8 560; 9 060; 18 360; 15 850; 14 540
50;160690014;Gleichamberg; 2 811; 1 383; 1 429; 2 796;  16;  429;  376;  821;  632;  554
60;160690014014;Gleichamberg; 2 811; 1 383; 1 429; 2 796;  16;  429;  376;  821;  632;  554
50;160690024;Hildburghausen, Stadt; 11 775; 5 840; 5 940; 11 490;  290; 1 500; 1 760; 3 290; 2 630; 2 600
60;160690024024;Hildburghausen, Stadt; 11 775; 5 840; 5 940; 11 490;  290; 1 500; 1 760; 3 290; 2 630; 2 600
50;160690039;Sachsenbrunn; 2 168; 1 082; 1 086; 2 165;  3;  250;  294;  655;  485;  484
60;160690039039;Sachsenbrunn; 2 168; 1 082; 1 086; 2 165;  3;  250;  294;  655;  485;  484
50;160690042;Schleusegrund; 2 992; 1 479; 1 513; 2 980;  12;  317;  368;  745;  688;  874
60;160690042042;Schleusegrund; 2 992; 1 479; 1 513; 2 980;  12;  317;  368;  745;  688;  874
50;160690043;Schleusingen, Stadt; 5 429; 2 680; 2 749; 5 400;  29;  631;  717; 1 455; 1 303; 1 323
60;160690043043;Schleusingen, Stadt; 5 429; 2 680; 2 749; 5 400;  29;  631;  717; 1 455; 1 303; 1 323
50;160690048;St.Kilian; 2 897; 1 430; 1 467; 2 891;  6;  325;  336;  849;  774;  613
60;160690048048;St.Kilian; 2 897; 1 430; 1 467; 2 891;  6;  325;  336;  849;  774;  613
50;160690049;Straufhain; 2 821; 1 434; 1 387; 2 815;  6;  418;  402;  825;  660;  516
60;160690049049;Straufhain; 2 821; 1 434; 1 387; 2 815;  6;  418;  402;  825;  660;  516
50;160690051;Themar, Stadt; 2 946; 1 442; 1 505; 2 924;  23;  418;  348;  803;  696;  682
60;160690051051;Themar, Stadt; 2 946; 1 442; 1 505; 2 924;  23;  418;  348;  803;  696;  682
50;160690053;Veilsdorf; 2 941; 1 472; 1 469; 2 923;  18;  401;  437;  806;  730;  567
60;160690053053;Veilsdorf; 2 941; 1 472; 1 469; 2 923;  18;  401;  437;  806;  730;  567
50;160690059;Nahetal-Waldau; 3 089; 1 512; 1 577; 3 086;  3;  334;  370;  840;  828;  717
60;160690059059;Nahetal-Waldau; 3 089; 1 512; 1 577; 3 086;  3;  334;  370;  840;  828;  717
50;160690061;Masserberg; 2 503; 1 229; 1 275; 2 469;  35;  196;  300;  644;  660;  704
60;160690061061;Masserberg; 2 503; 1 229; 1 275; 2 469;  35;  196;  300;  644;  660;  704
50;160695002;Feldstein; 5 141; 2 603; 2 537; 5 131;  9;  668;  685; 1 408; 1 292; 1 087
60;160695002001;Ahlstädt;  139;  76;  63;  139;  0;  16;  23;  35;  40;  25
60;160695002003;Beinerstadt;  349;  167;  181;  348;  0;  45;  46;  93;  91;  73
60;160695002004;Bischofrod;  185;  96;  90;  183;  3;  24;  23;  47;  52;  40
60;160695002008;Dingsleben;  262;  132;  131;  263;  0;  45;  30;  80;  58;  50
60;160695002009;Ehrenberg;  193;  97;  96;  193;  0;  9;  31;  50;  47;  56
60;160695002011;Eichenberg;  183;  91;  91;  182;  0;  19;  18;  63;  45;  37
60;160695002016;Grimmelshausen;  188;  88;  99;  187;  0;  21;  25;  56;  34;  51
60;160695002017;Grub;  176;  83;  92;  175;  0;  15;  17;  49;  51;  43
60;160695002021;Henfstädt;  393;  205;  188;  393;  0;  48;  86;  85;  86;  88
60;160695002025;Kloster Veßra;  321;  174;  147;  321;  0;  36;  52;  88;  78;  67
60;160695002026;Lengfeld;  456;  225;  231;  456;  0;  67;  39;  133;  107;  110
60;160695002028;Marisfeld;  456;  237;  219;  456;  0;  72;  66;  114;  116;  88
60;160695002035;Oberstadt;  373;  187;  186;  373;  0;  57;  44;  94;  103;  75
60;160695002037;Reurieth;  871;  446;  425;  868;  3;  116;  120;  246;  219;  170
60;160695002044;Schmeheim;  317;  163;  155;  318;  0;  33;  25;  95;  93;  72
60;160695002047;St.Bernhard;  279;  136;  143;  276;  3;  45;  40;  80;  72;  42
50;160695003;Gleichberge; 4 418; 2 171; 2 247; 4 400;  18;  644;  605; 1 211; 1 077;  881
60;160695003018;Haina; 1 005;  490;  515; 1 002;  3;  144;  144;  272;  254;  191
60;160695003031;Mendhausen;  283;  141;  142;  283;  0;  58;  33;  88;  68;  36
60;160695003032;Milz;  902;  434;  468;  902;  0;  132;  129;  239;  222;  180
60;160695003038;Römhild, Stadt; 1 835;  900;  935; 1 823;  12;  253;  242;  501;  433;  406
60;160695003055;Westenfeld;  393;  206;  187;  390;  3;  57;  57;  111;  100;  68
50;160695004;Heldburger Unterland; 5 123; 2 639; 2 484; 5 090;  33;  828;  720; 1 447; 1 202;  926
60;160695004002;Bad Colberg-Heldburg, Stadt; 2 098; 1 065; 1 033; 2 092;  6;  260;  315;  598;  527;  398
60;160695004015;Gompertshausen;  457;  229;  228;  457;  0;  72;  67;  129;  110;  79
60;160695004019;Hellingen; 1 039;  545;  494; 1 033;  6;  159;  115;  299;  261;  205
60;160695004041;Schlechtsart;  166;  84;  82;  166;  0;  26;  18;  50;  41;  31
60;160695004046;Schweickershausen;  152;  68;  84;  149;  3;  31;  16;  47;  33;  25
60;160695004052;Ummerstadt, Stadt;  493;  258;  235;  493;  0;  83;  66;  145;  113;  86
60;160695004056;Westhausen;  718;  390;  328;  700;  18;  197;  123;  179;  117;  102
50;160695050;Eisfeld, Stadt; 5 784; 2 910; 2 873; 5 753;  30;  749;  787; 1 609; 1 326; 1 312
60;160695050005;Bockstadt;  295;  156;  139;  295;  0;  46;  30;  100;  72;  47
60;160695050012;Eisfeld, Stadt; 5 489; 2 754; 2 734; 5 458;  30;  703;  757; 1 509; 1 254; 1 265
50;160695051;Auengrund; 3 531; 1 797; 1 734; 3 513;  18;  456;  553;  952;  865;  705
60;160695051006;Brünn/Thür.;  447;  224;  223;  447;  0;  70;  81;  115;  97;  84
60;160695051058;Auengrund; 3 084; 1 573; 1 511; 3 066;  18;  386;  472;  837;  768;  621
40;16070;Ilm-Kreis; 110 361; 55 020; 55 340; 108 020; 2 340; 14 120; 15 760; 29 340; 25 470; 25 680
50;160700028;Ichtershausen; 3 848; 1 968; 1 880; 3 814;  34;  487;  595; 1 052;  902;  812
60;160700028028;Ichtershausen; 3 848; 1 968; 1 880; 3 814;  34;  487;  595; 1 052;  902;  812
50;160700029;Ilmenau, Stadt; 25 975; 13 370; 12 600; 24 840; 1 130; 3 050; 5 410; 6 240; 5 550; 5 730
60;160700029029;Ilmenau, Stadt; 25 975; 13 370; 12 600; 24 840; 1 130; 3 050; 5 410; 6 240; 5 550; 5 730
50;160700032;Langewiesen, Stadt; 3 573; 1 821; 1 752; 3 493;  80;  446;  406; 1 005;  867;  849
60;160700032032;Langewiesen, Stadt; 3 573; 1 821; 1 752; 3 493;  80;  446;  406; 1 005;  867;  849
50;160700048;Stadtilm, Stadt; 4 915; 2 380; 2 536; 4 872;  44;  731;  653; 1 333; 1 037; 1 162
60;160700048048;Stadtilm, Stadt; 4 915; 2 380; 2 536; 4 872;  44;  731;  653; 1 333; 1 037; 1 162
50;160700055;Wolfsberg; 3 062; 1 554; 1 508; 3 047;  15;  387;  380;  870;  764;  661
60;160700055055;Wolfsberg; 3 062; 1 554; 1 508; 3 047;  15;  387;  380;  870;  764;  661
50;160700056;Ilmtal; 3 911; 1 972; 1 939; 3 879;  32;  562;  453; 1 173;  989;  734
60;160700056056;Ilmtal; 3 911; 1 972; 1 939; 3 879;  32;  562;  453; 1 173;  989;  734
50;160705002;Geratal; 5 146; 2 575; 2 570; 5 127;  18;  654;  575; 1 457; 1 249; 1 210
60;160705002003;Angelroda;  402;  207;  194;  398;  3;  51;  39;  111;  98;  102
60;160705002011;Elgersburg; 1 218;  594;  624; 1 212;  6;  177;  142;  348;  278;  273
60;160705002019;Geraberg; 2 429; 1 236; 1 193; 2 423;  6;  289;  264;  690;  594;  592
60;160705002034;Martinroda;  859;  418;  441;  856;  3;  113;  99;  246;  211;  190
60;160705002037;Neusiß;  238;  120;  118;  238;  0;  24;  31;  62;  68;  53
50;160705003;Großbreitenbach; 5 096; 2 613; 2 483; 4 885;  211;  554;  577; 1 375; 1 192; 1 398
60;160705003002;Altenfeld; 1 141;  641;  500;  978;  163;  108;  150;  335;  252;  296
60;160705003005;Böhlen;  603;  289;  314;  600;  3;  62;  62;  144;  143;  192
60;160705003016;Friedersdorf;  211;  108;  103;  211;  0;  30;  28;  56;  47;  50
60;160705003022;Gillersdorf;  275;  140;  135;  275;  0;  22;  27;  82;  68;  76
60;160705003025;Großbreitenbach, Stadt; 2 657; 1 328; 1 329; 2 612;  45;  314;  288;  701;  629;  725
60;160705003052;Wildenspring;  209;  107;  102;  209;  0;  18;  22;  57;  53;  59
50;160705006;Langer Berg; 6 453; 3 235; 3 218; 6 370;  83;  757;  752; 1 748; 1 553; 1 643
60;160705006018;Gehren, Stadt; 3 338; 1 657; 1 681; 3 267;  71;  399;  393;  908;  761;  877
60;160705006027;Herschdorf;  916;  461;  455;  913;  3;  131;  105;  243;  207;  230
60;160705006035;Möhrenbach;  665;  340;  325;  665;  0;  75;  89;  179;  160;  162
60;160705006038;Neustadt am Rennsteig; 1 010;  513;  497; 1 001;  9;  97;  110;  272;  282;  249
60;160705006042;Pennewitz;  524;  264;  260;  524;  0;  55;  55;  146;  143;  125
50;160705007;Oberes Geratal; 9 436; 4 608; 4 828; 9 373;  63; 1 183; 1 061; 2 528; 2 224; 2 440
60;160705007014;Frankenhain;  779;  378;  401;  776;  3;  85;  92;  189;  188;  225
60;160705007017;Gehlberg;  555;  266;  289;  552;  3;  50;  61;  120;  155;  169
60;160705007021;Geschwenda; 2 099; 1 035; 1 064; 2 081;  18;  242;  207;  563;  497;  590
60;160705007023;Gossel;  489;  251;  238;  489;  0;  64;  49;  149;  116;  111
60;160705007024;Gräfenroda; 3 313; 1 588; 1 725; 3 297;  16;  426;  413;  875;  755;  844
60;160705007033;Liebenstein;  374;  187;  187;  374;  0;  53;  41;  109;  83;  88
60;160705007043;Plaue, Stadt; 1 827;  903;  924; 1 804;  23;  263;  198;  523;  430;  413
50;160705008;Rennsteig; 4 240; 2 099; 2 141; 4 222;  18;  487;  452; 1 132; 1 095; 1 074
60;160705008015;Frauenwald; 1 004;  500;  504;  998;  6;  123;  112;  282;  270;  217
60;160705008046;Schmiedefeld am Rennsteig; 1 765;  886;  879; 1 762;  3;  205;  192;  476;  464;  428
60;160705008049;Stützerbach; 1 471;  713;  758; 1 462;  9;  159;  148;  374;  361;  429
50;160705009;Riechheimer Berg; 5 671; 2 819; 2 852; 5 646;  25;  848;  681; 1 701; 1 456;  985
60;160705009001;Alkersleben;  331;  168;  163;  331;  0;  45;  47;  99;  80;  60
60;160705009006;Bösleben-Wüllersleben;  608;  291;  317;  608;  0;  88;  67;  181;  153;  119
60;160705009008;Dornheim;  563;  283;  279;  562;  0;  75;  65;  163;  147;  112
60;160705009012;Elleben;  900;  440;  461;  895;  6;  140;  87;  282;  254;  138
60;160705009013;Elxleben;  591;  294;  297;  588;  3;  106;  61;  180;  153;  91
60;160705009031;Kirchheim; 1 201;  613;  588; 1 191;  10;  180;  156;  375;  298;  192
60;160705009041;Osthausen-Wülfershausen;  530;  268;  262;  524;  6;  80;  68;  165;  121;  96
60;160705009044;Rockhausen;  276;  129;  147;  276;  0;  36;  39;  70;  82;  49
60;160705009054;Witzleben;  671;  333;  338;  671;  0;  98;  91;  186;  168;  128
50;160705050;Arnstadt, Stadt; 29 035; 14 000; 15 030; 28 450;  590; 3 970; 3 770; 7 720; 6 590; 6 980
60;160705050004;Arnstadt, Stadt; 23 787; 11 350; 12 440; 23 220;  560; 3 160; 3 170; 6 180; 5 210; 6 080
60;160705050051;Wachsenburggemeinde; 2 506; 1 270; 1 236; 2 493;  13;  402;  287;  727;  670;  420
60;160705050053;Wipfratal; 2 742; 1 385; 1 358; 2 731;  12;  416;  313;  811;  716;  487
40;16071;Weimarer Land; 82 643; 40 800; 41 850; 81 630; 1 010; 12 070; 10 110; 23 370; 20 220; 16 880
50;160710001;Apolda, Stadt; 22 079; 10 600; 11 480; 21 570;  510; 2 900; 2 720; 5 640; 5 380; 5 430
60;160710001001;Apolda, Stadt; 22 079; 10 600; 11 480; 21 570;  510; 2 900; 2 720; 5 640; 5 380; 5 430
50;160710003;Bad Berka, Stadt; 7 630; 3 733; 3 898; 7 422;  209; 1 203;  873; 2 219; 1 667; 1 669
60;160710003003;Bad Berka, Stadt; 7 630; 3 733; 3 898; 7 422;  209; 1 203;  873; 2 219; 1 667; 1 669
50;160710008;Blankenhain, Stadt; 6 461; 3 155; 3 306; 6 436;  25;  929;  781; 1 828; 1 632; 1 291
60;160710008008;Blankenhain, Stadt; 6 461; 3 155; 3 306; 6 436;  25;  929;  781; 1 828; 1 632; 1 291
50;160710099;Saaleplatte; 2 826; 1 464; 1 363; 2 808;  19;  444;  384;  819;  747;  433
60;160710099099;Saaleplatte; 2 826; 1 464; 1 363; 2 808;  19;  444;  384;  819;  747;  433
50;160715002;Berlstedt; 4 845; 2 398; 2 447; 4 826;  19;  695;  563; 1 358; 1 275;  954
60;160715002005;Ballstedt;  315;  153;  162;  315;  0;  33;  44;  81;  114;  43
60;160715002007;Berlstedt; 1 755;  883;  872; 1 748;  7;  277;  223;  517;  436;  302
60;160715002017;Ettersburg;  573;  266;  307;  567;  6;  57;  41;  143;  121;  211
60;160715002047;Krautheim;  484;  255;  229;  484;  0;  83;  48;  145;  137;  71
60;160715002061;Neumark, Stadt;  483;  235;  248;  483;  0;  60;  70;  124;  124;  105
60;160715002076;Ramsla;  323;  156;  167;  320;  3;  57;  40;  99;  69;  58
60;160715002085;Schwerstedt;  337;  165;  172;  337;  0;  45;  33;  91;  102;  66
60;160715002092;Vippachedelhausen;  575;  285;  290;  572;  3;  83;  64;  158;  172;  98
50;160715003;Buttelstedt; 4 157; 2 094; 2 062; 4 135;  21;  693;  529; 1 286; 1 006;  642
60;160715003011;Buttelstedt, Stadt; 1 354;  684;  670; 1 345;  9;  230;  171;  394;  302;  257
60;160715003023;Großobringen;  873;  446;  427;  873;  0;  167;  117;  281;  199;  109
60;160715003028;Heichelheim;  308;  156;  152;  299;  9;  47;  40;  91;  85;  45
60;160715003039;Kleinobringen;  294;  143;  151;  294;  0;  38;  40;  92;  81;  43
60;160715003051;Leutenthal;  260;  129;  132;  258;  3;  41;  34;  79;  63;  44
60;160715003081;Rohrbach;  201;  103;  97;  200;  0;  19;  29;  62;  57;  33
60;160715003082;Sachsenhausen;  384;  192;  192;  384;  0;  62;  41;  123;  100;  58
60;160715003097;Wohlsborn;  483;  241;  241;  482;  0;  89;  57;  164;  119;  53
50;160715004;Ilmtal-Weinstraße; 6 172; 3 078; 3 095; 6 149;  24;  889;  722; 1 838; 1 563; 1 161
60;160715004048;Kromsdorf; 1 530;  759;  771; 1 521;  9;  251;  186;  496;  379;  218
60;160715004052;Liebstedt;  428;  215;  213;  425;  3;  56;  54;  127;  104;  87
60;160715004054;Mattstedt;  503;  254;  249;  500;  3;  75;  64;  144;  119;  101
60;160715004062;Niederreißen;  222;  104;  119;  223;  0;  41;  33;  69;  49;  31
60;160715004063;Niederroßla; 1 104;  555;  549; 1 101;  3;  128;  117;  321;  308;  230
60;160715004066;Nirmsdorf;  86;  41;  44;  85;  0;  6;  11;  22;  25;  21
60;160715004068;Oberreißen;  175;  90;  85;  175;  0;  21;  20;  45;  53;  36
60;160715004072;Oßmannstedt; 1 260;  627;  633; 1 254;  6;  178;  139;  371;  305;  267
60;160715004074;Pfiffelbach;  578;  285;  293;  578;  0;  97;  63;  173;  133;  112
60;160715004096;Willerstedt;  286;  148;  139;  287;  0;  36;  35;  70;  88;  58
50;160715007;Kranichfeld; 6 397; 3 204; 3 194; 6 368;  30; 1 020;  717; 1 856; 1 557; 1 248
60;160715007032;Hohenfelden;  366;  180;  186;  366;  0;  56;  49;  110;  88;  63
60;160715007043;Klettbach; 1 309;  650;  660; 1 304;  6;  219;  156;  406;  344;  185
60;160715007046;Kranichfeld, Stadt; 3 495; 1 733; 1 762; 3 477;  18;  523;  390;  951;  844;  787
60;160715007059;Nauendorf;  297;  154;  143;  291;  6;  38;  32;  94;  75;  58
60;160715007079;Rittersdorf;  256;  125;  131;  256;  0;  43;  31;  92;  47;  43
60;160715007087;Tonndorf;  674;  362;  312;  674;  0;  141;  59;  203;  159;  112
50;160715008;Mellingen; 7 968; 4 026; 3 942; 7 931;  37; 1 273; 1 057; 2 420; 1 856; 1 362
60;160715008009;Buchfart;  181;  96;  84;  180;  0;  31;  18;  53;  47;  31
60;160715008013;Döbritschen;  209;  107;  101;  208;  0;  23;  25;  65;  53;  42
60;160715008019;Frankendorf;  174;  88;  86;  174;  0;  25;  22;  50;  41;  36
60;160715008025;Großschwabhausen; 1 036;  534;  502; 1 033;  3;  195;  135;  306;  256;  144
60;160715008027;Hammerstedt;  164;  91;  72;  163;  0;  24;  16;  49;  46;  28
60;160715008031;Hetschburg;  234;  118;  115;  233;  0;  42;  28;  80;  55;  28
60;160715008037;Kapellendorf;  438;  223;  216;  436;  3;  66;  65;  149;  86;  73
60;160715008038;Kiliansroda;  214;  108;  106;  214;  0;  27;  24;  60;  57;  46
60;160715008042;Kleinschwabhausen;  246;  124;  123;  247;  0;  39;  33;  69;  46;  60
60;160715008049;Lehnstedt;  344;  165;  179;  344;  0;  56;  67;  99;  71;  51
60;160715008053;Magdala, Stadt; 1 947;  959;  988; 1 932;  15;  313;  264;  604;  445;  321
60;160715008055;Mechelroda;  264;  140;  124;  261;  3;  43;  38;  81;  63;  39
60;160715008056;Mellingen; 1 241;  610;  632; 1 235;  7;  179;  163;  377;  278;  245
60;160715008071;Oettern;  135;  65;  69;  134;  0;  17;  15;  51;  32;  19
60;160715008089;Umpferstedt;  606;  315;  291;  603;  3;  103;  81;  167;  155;  100
60;160715008093;Vollersroda;  195;  103;  93;  193;  3;  27;  26;  54;  46;  43
60;160715008095;Wiegendorf;  340;  180;  161;  341;  0;  63;  37;  106;  79;  56
50;160715012;Grammetal; 6 470; 3 302; 3 167; 6 396;  73; 1 013;  812; 2 006; 1 648;  990
60;160715012006;Bechstedtstraß;  260;  138;  122;  254;  6;  29;  28;  70;  94;  39
60;160715012012;Daasdorf a. Berge;  258;  124;  133;  257;  0;  38;  28;  84;  70;  37
60;160715012034;Hopfgarten;  694;  363;  332;  686;  9;  96;  80;  184;  197;  138
